#Auto-generated file. Do not edit.,,,,,,,,,,
$Basic,----------------------------------------------------------------------,,,,,,,,,
Category,Id,Text00,Text01,Text02,Text03,Text04,Text05,Text06,Text001,Text011
CLIENTSYSMSG,62500,You have stopped Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,62600,Your Anima begins Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,62700,Your Anima has finished Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,62800,Your Anima has stopped Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,62900,You begin Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63000,You have finished Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63100,You have stopped Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63200,Your Anima begins Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63300,Your Anima has finished Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63400,Your Anima has stopped Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63500,You begin Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63600,You have finished Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63700,You have stopped Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63800,Your Anima begins Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,63900,Your Anima has finished Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,64000,Your Anima has stopped Harvesting [Name].,,,,,,,,
CLIENTSYSMSG,64100,You start Charon's Requiem for [Name].,,,,,,,,
CLIENTSYSMSG,64200,You finished Charon's Requiem for [Name].,,,,,,,,
CLIENTSYSMSG,64300,You stopped Charon's Requiem for [Name].,,,,,,,,
CLIENTSYSMSG,64400,[Anima] starts Charon's Requiem for [Name].,,,,,,,,
CLIENTSYSMSG,64500,[Anima] finished Charon's Requiem for [Name].,,,,,,,,
CLIENTSYSMSG,64600,[Anima] stopped Charon's Requiem for [Name].,,,,,,,,
CLIENTSYSMSG,64700,You have started Cultivating.,,,,,,,,
CLIENTSYSMSG,64800,You have started Cultivating.,,,,,,,,
CLIENTSYSMSG,64900,You cannot start Cultivating.,,,,,,,,
CLIENTSYSMSG,65000,You have already started Cultivating.,,,,,,,,
CLIENTSYSMSG,65100,This action is not allowed here.,,,,,,,,
CLIENTSYSMSG,65200,Your Mastery Level is not high enough.,,,,,,,,
CLIENTSYSMSG,65300,You do not have the required Materials.,,,,,,,,
CLIENTSYSMSG,65400,That Recipe does not exist.,,,,,,,,
CLIENTSYSMSG,65500,You need a Recipe.,,,,,,,,
CLIENTSYSMSG,65600,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,65700,Your Inventory is full.,,,,,,,,
CLIENTSYSMSG,65800,You have started Cultivating.,,,,,,,,
CLIENTSYSMSG,65900,You have started Cultivating.,,,,,,,,
CLIENTSYSMSG,66000,You cannot start Cultivating.,,,,,,,,
CLIENTSYSMSG,66100,You have already started Cultivating.,,,,,,,,
CLIENTSYSMSG,66200,You cannot do that here.,,,,,,,,
CLIENTSYSMSG,66300,Your Mastery Level is not high enough.,,,,,,,,
CLIENTSYSMSG,66400,You do not have the required Materials.,,,,,,,,
CLIENTSYSMSG,66500,That Recipe does not exist.,,,,,,,,
CLIENTSYSMSG,66600,You need a Recipe.,,,,,,,,
CLIENTSYSMSG,66700,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,66800,Your Inventory is full.,,,,,,,,
CLIENTSYSMSG,66900,Your Invenium has failed to provide fruit.,,,,,,,,
CLIENTSYSMSG,67000,Your Invenium has failed to provide fruit.,,,,,,,,
CLIENTSYSMSG,67100,Your Invenium has provided fruit.,,,,,,,,
CLIENTSYSMSG,67200,Your Invenium has provided fruit.,,,,,,,,
CLIENTSYSMSG,67300,Your Invenium has provided an abundance of Fruit.,,,,,,,,
CLIENTSYSMSG,67400,Your Invenium has provided an abundance of Fruit.,,,,,,,,
CLIENTSYSMSG,67500,Unknown Error 67500.,,,,,,,,
CLIENTSYSMSG,67600,You cannot do that at this time.,,,,,,,,
CLIENTSYSMSG,67700,You are not Cultivating with this Invenium.,,,,,,,,
CLIENTSYSMSG,67800,That action is not allowed here.,,,,,,,,
CLIENTSYSMSG,67900,Your Inventory is full.,,,,,,,,
CLIENTSYSMSG,68000,Invalid target.,,,,,,,,
CLIENTSYSMSG,68100,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,68200,You are not engaged with your Invenium.,,,,,,,,
CLIENTSYSMSG,68300,Cultivation complete.,,,,,,,,
CLIENTSYSMSG,68400,The Cultivation time has been shortened.,,,,,,,,
CLIENTSYSMSG,68500,Unknown Error 68500.,,,,,,,,
CLIENTSYSMSG,68600,That action is not allowed here.,,,,,,,,
CLIENTSYSMSG,68700,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,68800,Invalid target.,,,,,,,,
CLIENTSYSMSG,68900,You are not Cultivating with this Invenium.,,,,,,,,
CLIENTSYSMSG,69000,That item does not exist.,,,,,,,,
CLIENTSYSMSG,69100,That item is unrelated to this process.,,,,,,,,
CLIENTSYSMSG,69200,There was an Error processing the Guild Invitation.,,,,,,,,
CLIENTSYSMSG,69300,You cannot invite yourself to your own Guild.,,,,,,,,
CLIENTSYSMSG,69400,That target could not be found.,,,,,,,,
CLIENTSYSMSG,69500,You are not in a Guild.,,,,,,,,
CLIENTSYSMSG,69600,You are not the Guild Master.,,,,,,,,
CLIENTSYSMSG,69700,You are already in a Guild.,,,,,,,,
CLIENTSYSMSG,69800,You are currently unable to join a Guild.,,,,,,,,
CLIENTSYSMSG,69900,You cannot join another Guild.,,,,,,,,
CLIENTSYSMSG,70000,The Cool Down has not expired yet.,,,,,,,,
CLIENTSYSMSG,70100,That Player is currently unable to join a Guild.,,,,,,,,
CLIENTSYSMSG,70200,Invitation is available only in registration phase when you are joining in Siege Warfare.,,,,,,,,
CLIENTSYSMSG,70300,An Error has occurred with Guild Management.,,,,,,,,
CLIENTSYSMSG,70400,You are not in a Guild.,,,,,,,,
CLIENTSYSMSG,70500,You are not the Guild Master.,,,,,,,,
CLIENTSYSMSG,70600,That Player is not a Guild Member.,,,,,,,,
CLIENTSYSMSG,70700,You cannot Kick yourself out of a Guild.,,,,,,,,
CLIENTSYSMSG,70800,You cannot make yourself Guild Master.,,,,,,,,
CLIENTSYSMSG,70900,You cannot Kick that Player out of the Guild.,,,,,,,,
CLIENTSYSMSG,71000,You do not have the authority to do that.,,,,,,,,
CLIENTSYSMSG,71100,Guild has more than 1 member.,,,,,,,,
CLIENTSYSMSG,71200,Delegate / Kick / Leave is available only in registration phase when you are joining in Siege Warfare.,,,,,,,,
CLIENTSYSMSG,71300,That Messages exceeds the maximum length.,,,,,,,,
CLIENTSYSMSG,71400,The Guild Mark has been updated.,,,,,,,,
CLIENTSYSMSG,71500,The Cool Down for changing the Guild Mark has not expired yet.,,,,,,,,
CLIENTSYSMSG,71600,You are not registered with a Guild.,,,,,,,,
CLIENTSYSMSG,71700,You are not the Guild Master.,,,,,,,,
CLIENTSYSMSG,71800,The desired Mark is the same as the previous Mark.,,,,,,,,
CLIENTSYSMSG,71900,You do not have the authority to update the Guild Mark.,,,,,,,,
CLIENTSYSMSG,72000,[Target] has joined the Guild.,,,,,,,,
CLIENTSYSMSG,72100,[Target] has joined the Guild.,,,,,,,,
CLIENTSYSMSG,72200,[Target] left the Guild.,,,,,,,,
CLIENTSYSMSG,72300,[Target] left the Guild.,,,,,,,,
CLIENTSYSMSG,72400,You have joined [Target].,,,,,,,,
CLIENTSYSMSG,72500,You have joined [Target].,,,,,,,,
CLIENTSYSMSG,72600,You have left [Target].,,,,,,,,
CLIENTSYSMSG,72700,You have left [Target].,,,,,,,,
CLIENTSYSMSG,72800,You have successfully created a Guild.,,,,,,,,
CLIENTSYSMSG,72900,You have successfully created a Guild.,,,,,,,,
CLIENTSYSMSG,73000,You have successfully created a Guild.,,,,,,,,
CLIENTSYSMSG,73100,Unknown Error.,,,,,,,,
CLIENTSYSMSG,73200,Unknown Error.,,,,,,,,
CLIENTSYSMSG,73300,Unknown Error.,,,,,,,,
CLIENTSYSMSG,73400,You do not have the required items to create a Guild.,,,,,,,,
CLIENTSYSMSG,73500,You do not have the required items to create a Guild.,,,,,,,,
CLIENTSYSMSG,73600,You do not have the required items to create a Guild.,,,,,,,,
CLIENTSYSMSG,73700,Your Level is too low to create a Guild.,,,,,,,,
CLIENTSYSMSG,73800,Your Level is too low to create a Guild.,,,,,,,,
CLIENTSYSMSG,73900,Your Level is too low to create a Guild.,,,,,,,,
CLIENTSYSMSG,74000,You are already in a Guild.,,,,,,,,
CLIENTSYSMSG,74100,You are already in a Guild.,,,,,,,,
CLIENTSYSMSG,74200,You are already in a Guild.,,,,,,,,
CLIENTSYSMSG,74300,The Cool Down for leaving or disbanding a Guild is still active.,,,,,,,,
CLIENTSYSMSG,74400,The Cool Down for leaving or disbanding a Guild is still active.,,,,,,,,
CLIENTSYSMSG,74500,The Cool Down for leaving or disbanding a Guild is still active.,,,,,,,,
CLIENTSYSMSG,74600,The desired Guild name is too short.,,,,,,,,
CLIENTSYSMSG,74700,The desired Guild name is too short.,,,,,,,,
CLIENTSYSMSG,74800,The desired Guild name is too short.,,,,,,,,
CLIENTSYSMSG,74900,The desired Guild name is too long.,,,,,,,,
CLIENTSYSMSG,75000,The desired Guild name is too long.,,,,,,,,
CLIENTSYSMSG,75100,The desired Guild name is too long.,,,,,,,,
CLIENTSYSMSG,75200,The Guild name contains an inappropriate Symbol or Word.,,,,,,,,
CLIENTSYSMSG,75300,The Guild name contains an inappropriate Symbol or Word.,,,,,,,,
CLIENTSYSMSG,75400,The Guild name contains an inappropriate Symbol or Word.,,,,,,,,
CLIENTSYSMSG,75500,That Guild name has already been taken.,,,,,,,,
CLIENTSYSMSG,75600,That Guild name has already been taken.,,,,,,,,
CLIENTSYSMSG,75700,That Guild name has already been taken.,,,,,,,,
CLIENTSYSMSG,75800,The Cool Down has not expired yet.,,,,,,,,
CLIENTSYSMSG,75900,The Cool Down has not expired yet.,,,,,,,,
CLIENTSYSMSG,76000,You have successfully added a Sphere to your [Name].,,,,,,,,
CLIENTSYSMSG,76100,You have successfully removed a Sphere from your [Name].,,,,,,,,
CLIENTSYSMSG,76200,"You have failed in your attempt, as a result you have destroyed a Sphere from your [Name].",,,,,,,,
CLIENTSYSMSG,76300,You have succeeded in creating a Sphere Setting on your [Name].,,,,,,,,
CLIENTSYSMSG,76400,You have failed to create a Sphere Setting.,,,,,,,,
CLIENTSYSMSG,76500,You cannot add a Sphere.,,,,,,,,
CLIENTSYSMSG,76600,The desired Sphere could not be found. ,,,,,,,,
CLIENTSYSMSG,76700,You do not have an appropriate item to receive a Sphere.,,,,,,,,
CLIENTSYSMSG,76800,That is not a Sphere.,,,,,,,,
CLIENTSYSMSG,76900,You cannot add a Sphere to the target item.,,,,,,,,
CLIENTSYSMSG,77000,Invalid Slot.,,,,,,,,
CLIENTSYSMSG,77100,You cannot add a Sphere.,,,,,,,,
CLIENTSYSMSG,77200,You cannot remove a Sphere.,,,,,,,,
CLIENTSYSMSG,77300,You do not have a drill or an extractor.,,,,,,,,
CLIENTSYSMSG,77400,You do not have an item that has a Sphere eligible for extraction.,,,,,,,,
CLIENTSYSMSG,77500,That drill or extractor is not suitable for the task.,,,,,,,,
CLIENTSYSMSG,77600,You cannot extract Spheres from the target item.,,,,,,,,
CLIENTSYSMSG,77700,Invalid Slot.,,,,,,,,
CLIENTSYSMSG,77800,The target item has Spheres.,,,,,,,,
CLIENTSYSMSG,77900,Your Inventory does not have enough space.,,,,,,,,
CLIENTSYSMSG,78000,Your attempt has failed.,,,,,,,,
CLIENTSYSMSG,78100,That Sigil does not exist.,,,,,,,,
CLIENTSYSMSG,78200,Invalid Sigil.,,,,,,,,
CLIENTSYSMSG,78300,The target item does not exist.,,,,,,,,
CLIENTSYSMSG,78400,You cannot carve on the target item.,,,,,,,,
CLIENTSYSMSG,78500,You cannot add this type.,,,,,,,,
CLIENTSYSMSG,78600,You cannot carve any more.,,,,,,,,
CLIENTSYSMSG,78700,Failed to change the advice for an unknown reason.,,,,,,,,
CLIENTSYSMSG,78800,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,78900,Anima is ignoring you because you ask her to change her disposition too often! Try again later.,,,,,,,,
CLIENTSYSMSG,79000,Anima's disposition remains unchanged.,,,,,,,,
CLIENTSYSMSG,79100,Anima has changed her disposition like you asked.,,,,,,,,
CLIENTSYSMSG,79200,Master's title has changed.,,,,,,,,
CLIENTSYSMSG,79300,Your current state does not allow you to changes titles.,,,,,,,,
CLIENTSYSMSG,79400,That Title is too short.,,,,,,,,
CLIENTSYSMSG,79500,That Title is too long.,,,,,,,,
CLIENTSYSMSG,79600,That Title contains an inappropriate phrase. ,,,,,,,,
CLIENTSYSMSG,79700,You do not have the required items to change your Title.,,,,,,,,
CLIENTSYSMSG,79800,Unknown Error 79800.,,,,,,,,
CLIENTSYSMSG,79900,[Option] Resonant Stone has been registered to [Gigas] Gigas.,,,,,,,,
CLIENTSYSMSG,80000,The Resonant Stone has been removed.,,,,,,,,
CLIENTSYSMSG,80100,You cannot add a Resonant Stone.,,,,,,,,
CLIENTSYSMSG,80200,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,80300,No Resonant Stone is found.,,,,,,,,
CLIENTSYSMSG,80400,The target Gigas to add a Resonant Stone to is not found.,,,,,,,,
CLIENTSYSMSG,80500,You can add only Resonant Stones.,,,,,,,,
CLIENTSYSMSG,80600,You cannot add a Resonant Stone to this Gigas.,,,,,,,,
CLIENTSYSMSG,80700,Invalid Resonant Stone slot.,,,,,,,,
CLIENTSYSMSG,80800,You cannot add more Resonant Stones.,,,,,,,,
CLIENTSYSMSG,80900,Failed to remove the Resonant Stone.,,,,,,,,
CLIENTSYSMSG,81000,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,81100,You don't have a drill or extractor.,,,,,,,,
CLIENTSYSMSG,81200,The target Gigas to remove a Resonant Stone from is not found.,,,,,,,,
CLIENTSYSMSG,81300,That item is not suitable for the task.,,,,,,,,
CLIENTSYSMSG,81400,You cannot remove a Resonant Stone from the target Gigas.,,,,,,,,
CLIENTSYSMSG,81500,Invalid Resonant Stone slot.,,,,,,,,
CLIENTSYSMSG,81600,The target Gigas does not have a Resonant Stone.,,,,,,,,
CLIENTSYSMSG,81700,Your Inventory does not have enough space.,,,,,,,,
CLIENTSYSMSG,81800,You have obtained Gigas [GigasName]. ,,,,,,,,
CLIENTSYSMSG,81900,You have destroyed Gigas [GigasName]. ,,,,,,,,
CLIENTSYSMSG,82000,You can destroy a Gigas only when you are human.,,,,,,,,
CLIENTSYSMSG,82100,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,82200,Invalid information.,,,,,,,,
CLIENTSYSMSG,82300,No Gigas was found in the target Slot.,,,,,,,,
CLIENTSYSMSG,82400,You cannot destroy this Gigas.,,,,,,,,
CLIENTSYSMSG,82500,You have failed to destroy [GigasName]. ,,,,,,,,
CLIENTSYSMSG,82600,You have added a new Pero.,,,,,,,,
CLIENTSYSMSG,82700,Unknown Error.,,,,,,,,
CLIENTSYSMSG,82800,That Pero does not exist.,,,,,,,,
CLIENTSYSMSG,82900,You do not have enough Lif.,,,,,,,,
CLIENTSYSMSG,83000,There is no Celero Station.,,,,,,,,
CLIENTSYSMSG,83100,You do not know the route to that Celero Station.,,,,,,,,
CLIENTSYSMSG,83200,You cannot stop this Celero freely. ,,,,,,,,
CLIENTSYSMSG,83300,You are not mounted.,,,,,,,,
CLIENTSYSMSG,83400,You are not in Player Mode.,,,,,,,,
CLIENTSYSMSG,83500,You are not in Anima Mode.,,,,,,,,
CLIENTSYSMSG,83600,You can not switch your Character Mode at this time.,,,,,,,,
CLIENTSYSMSG,83700,You can not switch your Character Mode at this time.,,,,,,,,
CLIENTSYSMSG,83800,You have switched to Anima Mode.,,,,,,,,
CLIENTSYSMSG,83810,You have switched to Player Mode.,,,,,,,,
CLIENTSYSMSG,83900,Anima has activated [Skill].,,,,,,,,
CLIENTSYSMSG,84000,Anima has deactivated [Skill].,,,,,,,,
CLIENTSYSMSG,84100,Your Anima must be present.,,,,,,,,
CLIENTSYSMSG,84200,No Skill was found.,,,,,,,,
CLIENTSYSMSG,84300,Unknown Error 84300.,,,,,,,,
CLIENTSYSMSG,84400,[Name] has been added to your Friend's List.,,,,,,,,
CLIENTSYSMSG,84500,[Name] could not be found.,,,,,,,,
CLIENTSYSMSG,84600,You cannot add yourself to your own Friend's List.,,,,,,,,
CLIENTSYSMSG,84700,That Player is already on your Friend's List.,,,,,,,,
CLIENTSYSMSG,84800,You have failed to add [Name] to your Friend's List.,,,,,,,,
CLIENTSYSMSG,84900,You have deleted [Name] from your Friend's List.,,,,,,,,
CLIENTSYSMSG,85000,[Name] is not on your Friend's List.,,,,,,,,
CLIENTSYSMSG,85100,Failed to delete [Name] from your Friend's List.,,,,,,,,
CLIENTSYSMSG,85200,[GigasName] has disappeared.,,,,,,,,
CLIENTSYSMSG,85300,Anima's [Type] mood has increased by [Value].,,,,,,,,
CLIENTSYSMSG,85400,Anima's disposition has been changed to [[Advice]].,,,,,,,,
CLIENTSYSMSG,85500,<animaname> feels happy when she is with you.,,,,,,,,
CLIENTSYSMSG,85600,Your warm heart makes <animaname> happy.,,,,,,,,
CLIENTSYSMSG,85700,Your sincere interest makes <animaname> happy.,,,,,,,,
CLIENTSYSMSG,85800,Your indifference disappoints <animaname>.,,,,,,,,
CLIENTSYSMSG,85900,Your consideration makes <animaname> happy.,,,,,,,,
CLIENTSYSMSG,86000,Your stubbornness disappoints <animaname>.,,,,,,,,
CLIENTSYSMSG,86100,Your decision disappoints <animaname>.,,,,,,,,
CLIENTSYSMSG,86200,<animaname> is resting.,,,,,,,,
CLIENTSYSMSG,86300,<animaname> is stressed out.,,,,,,,,
CLIENTSYSMSG,86400,Warmth pleases <animaname>.,,,,,,,,
CLIENTSYSMSG,86500,You've grown Closeness has increased by [Count].,,,,,,,,
CLIENTSYSMSG,86600,Your Closeness has decreased by [Count].,,,,,,,,
CLIENTSYSMSG,86700,[Text],,,,,,,,
CLIENTSYSMSG,86800,Added to your Friend's List.,,,,,,,,
CLIENTSYSMSG,86900,Added to your Ban List.,,,,,,,,
CLIENTSYSMSG,87000,Unknown Error 87000.,,,,,,,,
CLIENTSYSMSG,87100,Unknown Error 87100.,,,,,,,,
CLIENTSYSMSG,87200,The Guild is already registered.,,,,,,,,
CLIENTSYSMSG,87300,The Guild is already registered.,,,,,,,,
CLIENTSYSMSG,87400,You cannot register any more.,,,,,,,,
CLIENTSYSMSG,87500,You cannot register any more.,,,,,,,,
CLIENTSYSMSG,87600,Specified used cannot be found.,,,,,,,,
CLIENTSYSMSG,87700,Specified used cannot be found.,,,,,,,,
CLIENTSYSMSG,87800,You have updated the Guild Memo.,,,,,,,,
CLIENTSYSMSG,87900,Unknown Error 87900.,,,,,,,,
CLIENTSYSMSG,88000,Specified used cannot be found.,,,,,,,,
CLIENTSYSMSG,88100,Successfully deleted.,,,,,,,,
CLIENTSYSMSG,88200,Unknown Error 88200.,,,,,,,,
CLIENTSYSMSG,88300,Specified used cannot be found.,,,,,,,,
CLIENTSYSMSG,88400,A new Coliseum has been created.,,,,,,,,
CLIENTSYSMSG,88500,Unknown Error 88500.,,,,,,,,
CLIENTSYSMSG,88600,You are already waiting for the next available Coliseum.,,,,,,,,
CLIENTSYSMSG,88700,Please wait one minute.,,,,,,,,
CLIENTSYSMSG,88800,You are currently unable to do this action.,,,,,,,,
CLIENTSYSMSG,88900,The Coliseum Manager is out of range.,,,,,,,,
CLIENTSYSMSG,89000,There are too many pending Coliseums.  Please choose from the existing Coliseums.,,,,,,,,
CLIENTSYSMSG,89100,Enter the name of the Coliseum again.,,,,,,,,
CLIENTSYSMSG,89200,Select a theme.,,,,,,,,
CLIENTSYSMSG,89300,The process is not correct.,,,,,,,,
CLIENTSYSMSG,89400,You have selected an invalid number of Maximum Participants.,,,,,,,,
CLIENTSYSMSG,89500,You have selected an invalid range for Minimum/Maximum Level.,,,,,,,,
CLIENTSYSMSG,89600,You need to be in a Guild to participate in a Guild War.,,,,,,,,
CLIENTSYSMSG,89700,Invalid Guild name.,,,,,,,,
CLIENTSYSMSG,89800,That Guild is already engaging in a Guild War with a different Guild.,,,,,,,,
CLIENTSYSMSG,89900,The Guild Master of that Guild is not Online.,,,,,,,,
CLIENTSYSMSG,90000,Your challenge has been declined by the opposing Guild Master.,,,,,,,,
CLIENTSYSMSG,90100,Your challenge has not been responded to yet.,,,,,,,,
CLIENTSYSMSG,90200,You are not authorized to execute the command.,,,,,,,,
CLIENTSYSMSG,90300,You are now a member of the Bair Societa.,,,,,,,,
CLIENTSYSMSG,90400,You are now a member of the Bair Spero Union.,,,,,,,,
CLIENTSYSMSG,90500,You have left your Faction.,,,,,,,,
CLIENTSYSMSG,90600,Unknown Error 90600.,,,,,,,,
CLIENTSYSMSG,90700,The NPC is out of range.,,,,,,,,
CLIENTSYSMSG,90800,Invalid Union information.,,,,,,,,
CLIENTSYSMSG,90900,You cannot do that at this time.,,,,,,,,
CLIENTSYSMSG,91000,,,,,,,,,
CLIENTSYSMSG,91100,The Coliseum has started.,,,,,,,,
CLIENTSYSMSG,91200,[User]'s team won.,,,,,,,,
CLIENTSYSMSG,91300,[User]'s team lost.,,,,,,,,
CLIENTSYSMSG,91400,You have gained [Point] Union Points.,,,,,,,,
CLIENTSYSMSG,91500,You have earned [Point] Union Points and [Candy] Blood Gifts by participating in the Arena.,,,,,,,,
CLIENTSYSMSG,91600,You have captured this location.,,,,,,,,
CLIENTSYSMSG,91700,That location is now neutral.,,,,,,,,
CLIENTSYSMSG,91800,,,,,,,,,
CLIENTSYSMSG,91900,,,,,,,,,
CLIENTSYSMSG,92000,,,,,,,,,
CLIENTSYSMSG,92100,,,,,,,,,
CLIENTSYSMSG,92200,You have joined the Coliseum.,,,,,,,,
CLIENTSYSMSG,92300,You cannot participate in this Coliseum.,,,,,,,,
CLIENTSYSMSG,92400,You are already in a Coliseum.,,,,,,,,
CLIENTSYSMSG,92500,The desired Coliseum cannot be found.,,,,,,,,
CLIENTSYSMSG,92600,You are currently unable to participate in a Coliseum.,,,,,,,,
CLIENTSYSMSG,92700,The Coliseum Manager is out of range.,,,,,,,,
CLIENTSYSMSG,92800,You cannot participate in a Coliseum.,,,,,,,,
CLIENTSYSMSG,92900,You are not permitted to participate in this Coliseum.,,,,,,,,
CLIENTSYSMSG,93000,Invalid Password.,,,,,,,,
CLIENTSYSMSG,93100,You do not meet the Level Requirement of this Coliseum.,,,,,,,,
CLIENTSYSMSG,93200,You do not qualify for any of the current Coliseums.  Please create a new Coliseum.,,,,,,,,
CLIENTSYSMSG,93300,Please wait one minute.,,,,,,,,
CLIENTSYSMSG,93400,The Participant List has been updated.,,,,,,,,
CLIENTSYSMSG,93500,You cannot use that right now.,,,,,,,,
CLIENTSYSMSG,93600,Failed to find the information for that Coliseum.,,,,,,,,
CLIENTSYSMSG,93700,The command failed to execute.,,,,,,,,
CLIENTSYSMSG,93800,The Coliseum Manager is out of range.,,,,,,,,
CLIENTSYSMSG,93900,Please wait one minute.,,,,,,,,
CLIENTSYSMSG,94000,The Player has been Kicked.,,,,,,,,
CLIENTSYSMSG,94100,Unable to execute the command.,,,,,,,,
CLIENTSYSMSG,94200,You are not participating in the Coliseum.,,,,,,,,
CLIENTSYSMSG,94300,Target not found.,,,,,,,,
CLIENTSYSMSG,94400,You cannot Kick yourself.,,,,,,,,
CLIENTSYSMSG,94500,You cannot Kick an opposing Player once the Coliseum battle has begun.,,,,,,,,
CLIENTSYSMSG,94600,You are not authorized to do that.,,,,,,,,
CLIENTSYSMSG,94700,A vote to Kick that Player is already in progress.,,,,,,,,
CLIENTSYSMSG,94800,The vote to Kick Player has failed.,,,,,,,,
CLIENTSYSMSG,94900,The Coliseum List has been updated.,,,,,,,,
CLIENTSYSMSG,95000,Failed.,,,,,,,,
CLIENTSYSMSG,95100,You are currently unable to update that List.,,,,,,,,
CLIENTSYSMSG,95200,The Arena Manager is out of range.,,,,,,,,
CLIENTSYSMSG,95300,Please wait one minute.,,,,,,,,
CLIENTSYSMSG,95400,For servers. Not sent to the client.,,,,,,,,
CLIENTSYSMSG,95500,Unknown Error 95500.,,,,,,,,
CLIENTSYSMSG,95600,You haven't participated in the Coliseum.,,,,,,,,
CLIENTSYSMSG,95700,You cannot make changes once the battle has begun.,,,,,,,,
CLIENTSYSMSG,95800,Target cannot be found.,,,,,,,,
CLIENTSYSMSG,95900,Invalid team.,,,,,,,,
CLIENTSYSMSG,96000,That Team is already full.,,,,,,,,
CLIENTSYSMSG,96100,You are already on that Team.,,,,,,,,
CLIENTSYSMSG,96200,You do not have the ability to change Teams.,,,,,,,,
CLIENTSYSMSG,96300,You cannot change Teams while in the Ready State.,,,,,,,,
CLIENTSYSMSG,96400,You have successfully placed a Bet.,,,,,,,,
CLIENTSYSMSG,96500,You have failed to place a Bet.,,,,,,,,
CLIENTSYSMSG,96600,You haven't participated in the Coliseum.,,,,,,,,
CLIENTSYSMSG,96700,You cannot place a Bet on that Team.,,,,,,,,
CLIENTSYSMSG,96800,You cannot Bet after the battle has begun.,,,,,,,,
CLIENTSYSMSG,96900,You must Bet at least one Blood Gift.,,,,,,,,
CLIENTSYSMSG,97000,You do not have enough Blood Gifts.,,,,,,,,
CLIENTSYSMSG,97100,You haven't participated in the Coliseum.,,,,,,,,
CLIENTSYSMSG,97200,Please wait one minute.,,,,,,,,
CLIENTSYSMSG,97300,Some members are not in the Ready State.,,,,,,,,
CLIENTSYSMSG,97400,"Each Team must be comprised of at least 2 Players, and one Team cannot have more than a 3 Player advantage.",,,,,,,,
CLIENTSYSMSG,97500,Unknown Error 97500.,,,,,,,,
CLIENTSYSMSG,97600,You are not in the Party.,,,,,,,,
CLIENTSYSMSG,97700,The specified item cannot be found.,,,,,,,,
CLIENTSYSMSG,97800,Out of range.,,,,,,,,
CLIENTSYSMSG,97900,You have already made a Bid.,,,,,,,,
CLIENTSYSMSG,98000,Bidding is closed.,,,,,,,,
CLIENTSYSMSG,98100,Invalid Class.,,,,,,,,
CLIENTSYSMSG,98200,Unknown Error 98200.,,,,,,,,
CLIENTSYSMSG,98300,You are not in the Party.,,,,,,,,
CLIENTSYSMSG,98400,The specified item cannot be found.,,,,,,,,
CLIENTSYSMSG,98500,Out of range.,,,,,,,,
CLIENTSYSMSG,98600,You are not authorized.,,,,,,,,
CLIENTSYSMSG,98700,There is not enough space in your Inventory.,,,,,,,,
CLIENTSYSMSG,98800,[Challenger] and [Defender] have started a Duel.,,,,,,,,
CLIENTSYSMSG,98900,[Challenger] and [Defender] have started a Duel.,,,,,,,,
CLIENTSYSMSG,99000,For servers. Not sent to the client.,,,,,,,,
CLIENTSYSMSG,99100,You are currently not permitted to Duel.,,,,,,,,
CLIENTSYSMSG,99200,You are Dueling a different Player.,,,,,,,,
CLIENTSYSMSG,99300,Target cannot be found.,,,,,,,,
CLIENTSYSMSG,99400,Out of range.,,,,,,,,
CLIENTSYSMSG,99500,You cannot Duel that Player.,,,,,,,,
CLIENTSYSMSG,99600,That Player is unable to Duel.,,,,,,,,
CLIENTSYSMSG,99700,You cannot Duel in this Area.,,,,,,,,
CLIENTSYSMSG,99800,Your Duel request has been accepted.,,,,,,,,
CLIENTSYSMSG,99900,Your Duel request has been refused.,,,,,,,,
CLIENTSYSMSG,100000,Unknown Error 100000.,,,,,,,,
CLIENTSYSMSG,100100,[Winner] has defeated [Loser].,,,,,,,,
CLIENTSYSMSG,100200,[Loser] has fled from [Winner].,,,,,,,,
CLIENTSYSMSG,100300,[Loser] has fled from the Duel.,,,,,,,,
